condition	treatment	dose_uM	t	density	density_se	n_wells
treatment	LY411575	0.2963	9.600000000000001	0.032689952260210806	NA	3
treatment	LY411575	0.2963	9.700000000000001	0.033465719682708284	NA	3
treatment	LY411575	0.2963	9.8	0.03425219068576395	NA	3
treatment	LY411575	0.2963	9.9	0.035048915959868344	NA	3
treatment	LY411575	0.2963	10	0.03585540700449271	NA	3
treatment	LY411575	0.2963	10.100000000000001	0.03667113640924095	NA	3
treatment	LY411575	0.2963	10.200000000000001	0.037495538356589676	NA	3
treatment	LY411575	0.2963	10.3	0.03832800935256262	NA	3
treatment	LY411575	0.2963	10.4	0.03916790918958972	NA	3
treatment	LY411575	0.2963	10.5	0.040014562143670794	NA	3
treatment	LY411575	0.2963	10.600000000000001	0.0408672584055059	NA	3
treatment	LY411575	0.2963	10.700000000000001	0.04172525574281227	NA	3
treatment	LY411575	0.2963	10.8	0.042587781388427545	NA	3
treatment	LY411575	0.2963	10.9	0.04345403414609284	NA	3
treatment	LY411575	0.2963	11	0.04432318670322363	NA	3
treatment	LY411575	0.2963	11.100000000000001	0.045194388137209295	NA	3
treatment	LY411575	0.2963	11.200000000000001	0.04606676659927226	NA	3
treatment	LY411575	0.2963	11.3	0.04693943215741001	NA	3
treatment	LY411575	0.2963	11.4	0.04781147977761314	NA	3
treatment	LY411575	0.2963	11.5	0.048681992420489734	NA	3
treatment	LY411575	0.2963	11.600000000000001	0.04955004422850342	NA	3
treatment	LY411575	0.2963	11.700000000000001	0.05041470377751408	NA	3
treatment	LY411575	0.2963	11.8	0.051275037365001365	NA	3
treatment	LY411575	0.2963	11.9	0.05213011230648608	NA	3
treatment	LY411575	0.2963	12	0.05297900021111956	NA	3
treatment	LY411575	0.2963	12.100000000000001	0.05382078020725852	NA	3
treatment	LY411575	0.2963	12.200000000000001	0.05465454208910503	NA	3
treatment	LY411575	0.2963	12.3	0.05547938935619414	NA	3
treatment	LY411575	0.2963	12.4	0.05629444211848445	NA	3
treatment	LY411575	0.2963	12.5	0.057098839841314225	NA	3
treatment	LY411575	0.2963	12.600000000000001	0.05789174390625556	NA	3
treatment	LY411575	0.2963	12.700000000000001	0.05867233996605196	NA	3
treatment	LY411575	0.2963	12.8	0.05943984007418338	NA	3
treatment	LY411575	0.2963	12.9	0.06019348457241409	NA	3
treatment	LY411575	0.2963	13	0.060932543722461645	NA	3
treatment	LY411575	0.2963	13.100000000000001	0.06165631907108417	NA	3
treatment	LY411575	0.2963	13.200000000000001	0.06236414454103514	NA	3
treatment	LY411575	0.2963	13.3	0.06305538724361334	NA	3
treatment	LY411575	0.2963	13.4	0.06372944801181431	NA	3
treatment	LY411575	0.2963	13.5	0.06438576165636464	NA	3
treatment	LY411575	0.2963	13.600000000000001	0.06502379695003978	NA	3
treatment	LY411575	0.2963	13.700000000000001	0.06564305634881279	NA	3
treatment	LY411575	0.2963	13.8	0.06624307546118462	NA	3
treatment	LY411575	0.2963	13.9	0.06682342227979213	NA	3
treatment	LY411575	0.2963	14	0.06738369619189138	NA	3
treatment	LY411575	0.2963	14.100000000000001	0.06792352678743943	NA	3
treatment	LY411575	0.2963	14.200000000000001	0.06844257248555563	NA	3
treatment	LY411575	0.2963	14.3	0.06894051900171286	NA	3
treatment	LY411575	0.2963	14.4	0.06941707767943514	NA	3
treatment	LY411575	0.2963	14.5	0.06987198371127273	NA	3
treatment	LY411575	0.2963	14.600000000000001	0.07030499427467182	NA	3
treatment	LY411575	0.2963	14.700000000000001	0.07071588660872843	NA	3
treatment	LY411575	0.2963	14.8	0.07110445605804462	NA	3
treatment	LY411575	0.2963	14.9	0.07147051410978926	NA	3
treatment	LY411575	0.2963	15	0.07181388644968281	NA	3
treatment	LY411575	0.2963	15.100000000000001	0.07213441106203614	NA	3
treatment	LY411575	0.2963	15.200000000000001	0.07243193639807692	NA	3
treatment	LY411575	0.2963	15.3	0.07270631963576006	NA	3
treatment	LY411575	0.2963	15.4	0.07295742505301064	NA	3
treatment	LY411575	0.2963	15.5	0.07318512253485485	NA	3
treatment	LY411575	0.2963	15.600000000000001	0.07338928623332296	NA	3
treatment	LY411575	0.2963	15.700000000000001	0.07356979339724316	NA	3
treatment	LY411575	0.2963	15.8	0.07372652338717443	NA	3
treatment	LY411575	0.2963	15.9	0.07385935688868266	NA	3
treatment	LY411575	0.2963	16	0.07396817533514172	NA	3
treatment	LY411575	0.2963	16.1	0.07405286054897195	NA	3
treatment	LY411575	0.2963	16.2	0.07411329460802013	NA	3
treatment	LY411575	0.2963	16.3	0.07414935994143756	NA	3
treatment	LY411575	0.2963	16.400000000000002	0.07416093965704798	NA	3
treatment	LY411575	0.2963	16.5	0.07414791809978151	NA	3
treatment	LY411575	0.2963	16.6	0.0741101816383172	NA	3
treatment	LY411575	0.2963	16.7	0.07404761967463801	NA	3
treatment	LY411575	0.2963	16.8	0.07396012586873692	NA	3
treatment	LY411575	0.2963	16.900000000000002	0.07384759956833017	NA	3
treatment	LY411575	0.2963	17	0.07370994743103865	NA	3
treatment	LY411575	0.2963	17.1	0.07354708522414595	NA	3
treatment	LY411575	0.2963	17.2	0.07335893978485729	NA	3
treatment	LY411575	0.2963	17.3	0.07314545112177435	NA	3
treatment	LY411575	0.2963	17.400000000000002	0.07290657463634471	NA	3
treatment	LY411575	0.2963	17.5	0.07264228344114822	NA	3
treatment	LY411575	0.2963	17.6	0.07235257075018724	NA	3
treatment	LY411575	0.2963	17.7	0.07203745231488692	NA	3
treatment	LY411575	0.2963	17.8	0.07169696887829043	NA	3
treatment	LY411575	0.2963	17.900000000000002	0.07133118861883814	NA	3
treatment	LY411575	0.2963	18	0.07094020955459045	NA	3
treatment	LY411575	0.2963	18.1	0.07052416187816812	NA	3
treatment	LY411575	0.2963	18.2	0.07008321019278703	NA	3
treatment	LY411575	0.2963	18.3	0.06961755561993628	NA	3
treatment	LY411575	0.2963	18.400000000000002	0.06912743774997186	NA	3
treatment	LY411575	0.2963	18.5	0.06861313640783023	NA	3
treatment	LY411575	0.2963	18.6	0.06807497320759055	NA	3
treatment	LY411575	0.2963	18.7	0.06751331287122536	NA	3
treatment	LY411575	0.2963	18.8	0.06692856428911077	NA	3
treatment	LY411575	0.2963	18.900000000000002	0.06632118130228888	NA	3
treatment	LY411575	0.2963	19	0.06569166318927416	NA	3
treatment	LY411575	0.2963	19.1	0.0650405548432519	NA	3
treatment	LY411575	0.2963	19.200000000000003	0.06436844662889714	NA	3
treatment	LY411575	0.2963	19.3	0.06367597391148828	NA	3
treatment	LY411575	0.2963	19.400000000000002	0.0629638162547985	NA	3
treatment	LY411575	0.2963	19.5	0.062232696287946226	NA	3
treatment	LY411575	0.2963	19.6	0.06148337824530628	NA	3
treatment	LY411575	0.2963	19.700000000000003	0.06071666618739565	NA	3
treatment	LY411575	0.2963	19.8	0.059933401914387965	NA	3
treatment	LY411575	0.2963	19.900000000000002	0.059134462587599405	NA	3
treatment	LY411575	0.2963	20	0.05832075807767499	NA	3
treatment	LY411575	0.2963	20.1	0.05749322806141226	NA	3
treatment	LY411575	0.2963	20.200000000000003	0.056652838892037115	NA	3
treatment	LY411575	0.2963	20.3	0.05580058027031291	NA	3
treatment	LY411575	0.2963	20.400000000000002	0.05493746174594074	NA	3
treatment	LY411575	0.2963	20.5	0.054064509080542514	NA	3
treatment	LY411575	0.2963	20.6	0.053182760504677046	NA	3
treatment	LY411575	0.2963	20.700000000000003	0.052293262902285045	NA	3
treatment	LY411575	0.2963	20.8	0.051397067956196384	NA	3
treatment	LY411575	0.2963	20.900000000000002	0.050495228288319066	NA	3
treatment	LY411575	0.2963	21	0.049588793627509446	NA	3
treatment	LY411575	0.2963	21.1	0.04867880703715284	NA	3
treatment	LY411575	0.2963	21.200000000000003	0.04776630123308627	NA	3
treatment	LY411575	0.2963	21.3	0.04685229502072145	NA	3
treatment	LY411575	0.2963	21.400000000000002	0.04593778987812844	NA	3
treatment	LY411575	0.2963	21.5	0.04502376670948778	NA	3
treatment	LY411575	0.2963	21.6	0.04411118279066951	NA	3
treatment	LY411575	0.2963	21.700000000000003	0.0432009689259188	NA	3
treatment	LY411575	0.2963	21.8	0.04229402683173114	NA	3
treatment	LY411575	0.2963	21.900000000000002	0.04139122676093149	NA	3
treatment	LY411575	0.2963	22	0.04049340537700355	NA	3
treatment	LY411575	0.2963	22.1	0.03960136388566231	NA	3
treatment	LY411575	0.2963	22.200000000000003	0.038715866427746146	NA	3
treatment	LY411575	0.2963	22.3	0.03783763873464071	NA	3
treatment	LY411575	0.2963	22.400000000000002	0.03696736704476737	NA	3
treatment	LY411575	0.2963	22.5	0.03610569727715733	NA	3
treatment	LY411575	0.2963	22.6	0.035253234455797644	NA	3
treatment	LY411575	0.2963	22.700000000000003	0.03441054237636058	NA	3
treatment	LY411575	0.2963	22.8	0.033578143505035116	NA	3
treatment	LY411575	0.2963	22.900000000000002	0.032756519097630325	NA	3
treatment	LY411575	0.2963	23	0.0319461095256919	NA	3
treatment	LY411575	0.2963	23.1	0.03114731479530877	NA	3
treatment	LY411575	0.2963	23.200000000000003	0.030360495243441688	NA	3
treatment	LY411575	0.2963	23.3	0.029585972395915473	NA	3
treatment	LY411575	0.2963	23.400000000000002	0.028824029970913857	NA	3
treatment	LY411575	0.2963	23.5	0.02807491501156771	NA	3
treatment	LY411575	0.2963	23.6	0.027338839131280858	NA	3
treatment	LY411575	0.2963	23.700000000000003	0.02661597985562336	NA	3
treatment	LY411575	0.2963	23.8	0.02590648204497982	NA	3
treatment	LY411575	0.2963	23.900000000000002	0.02521045938263981	NA	3
treatment	LY411575	0.2963	24	0.024527995913636434	NA	3
treatment	LY411575	0.2963	24.1	0.023859147620360135	NA	3
treatment	LY411575	0.2963	24.200000000000003	0.023203944021770444	NA	3
treatment	LY411575	0.2963	24.3	0.02256238978389624	NA	3
treatment	LY411575	0.2963	24.400000000000002	0.021934466330232497	NA	3
treatment	LY411575	0.2963	24.5	0.021320133441573463	NA	3
treatment	LY411575	0.2963	24.6	0.020719330835793533	NA	3
treatment	LY411575	0.2963	24.700000000000003	0.02013197971904587	NA	3
treatment	LY411575	0.2963	24.8	0.01955798430078521	NA	3
treatment	LY411575	0.2963	24.900000000000002	0.01899723326600161	NA	3
treatment	LY411575	0.2963	25	0.01844960119890916	NA	3
treatment	LY411575	0.2963	25.1	0.017914949953261552	NA	3
treatment	LY411575	0.2963	25.200000000000003	0.017393129965256916	NA	3
treatment	LY411575	0.2963	25.3	0.016883981505834353	NA	3
treatment	LY411575	0.2963	25.400000000000002	0.016387335869873582	NA	3
treatment	LY411575	0.2963	25.5	0.0159030165005317	NA	3
treatment	LY411575	0.2963	25.6	0.015430840047593495	NA	3
treatment	LY411575	0.2963	25.700000000000003	0.014970617359296775	NA	3
treatment	LY411575	0.2963	25.8	0.014522154407654555	NA	3
treatment	LY411575	0.2963	25.900000000000002	0.014085253147781016	NA	3
treatment	LY411575	0.2963	26	0.013659712312174452	NA	3
treatment	LY411575	0.2963	26.1	0.013245328141305574	NA	3
treatment	LY411575	0.2963	26.200000000000003	0.012841895052214008	NA	3
treatment	LY411575	0.2963	26.3	0.012449206247105968	NA	3
treatment	LY411575	0.2963	26.400000000000002	0.01206705426422951	NA	3
treatment	LY411575	0.2963	26.5	0.011695231473505614	NA	3
treatment	LY411575	0.2963	26.6	0.011333530519578736	NA	3
treatment	LY411575	0.2963	26.700000000000003	0.010981744715108797	NA	3
treatment	LY411575	0.2963	26.8	0.0106396683872176	NA	3
treatment	LY411575	0.2963	26.900000000000002	0.010307097180102535	NA	3
treatment	LY411575	0.2963	27	0.009983828316858989	NA	3
treatment	LY411575	0.2963	27.1	0.00966966082358985	NA	3
treatment	LY411575	0.2963	27.200000000000003	0.009364395718866644	NA	3
treatment	LY411575	0.2963	27.3	0.009067836171578109	NA	3
treatment	LY411575	0.2963	27.400000000000002	0.008779787630152521	NA	3
treatment	LY411575	0.2963	27.5	0.008500057926065022	NA	3
treatment	LY411575	0.2963	27.6	0.008228457354455265	NA	3
treatment	LY411575	0.2963	27.700000000000003	0.007964798734570181	NA	3
treatment	LY411575	0.2963	27.8	0.007708897452623608	NA	3
treatment	LY411575	0.2963	27.900000000000002	0.007460571489540329	NA	3
treatment	LY411575	0.2963	28	0.007219641435896509	NA	3
treatment	LY411575	0.2963	28.1	0.006985930496221742	NA	3
treatment	LY411575	0.2963	28.200000000000003	0.006759264484666617	NA	3
treatment	LY411575	0.2963	28.3	0.0065394718138764695	NA	3
treatment	LY411575	0.2963	28.400000000000002	0.006326383478740528	NA	3
treatment	LY411575	0.2963	28.5	0.006119833036520336	NA	3
treatment	LY411575	0.2963	28.6	0.005919656584690168	NA	3
treatment	LY411575	0.2963	28.700000000000003	0.005725692737657665	NA	3
treatment	LY411575	0.2963	28.8	0.00553778260336674	NA	3
treatment	LY411575	0.2963	28.900000000000002	0.005355769760634266	NA	3
treatment	LY411575	0.2963	29	0.005179500237908235	NA	3
treatment	LY411575	0.2963	29.1	0.005008822494008089	NA	3
treatment	LY411575	0.2963	29.200000000000003	0.004843587401256923	NA	3
treatment	LY411575	0.2963	29.3	0.004683648231302836	NA	3
treatment	LY411575	0.2963	29.400000000000002	0.004528860643803518	NA	3
treatment	LY411575	0.2963	29.5	0.004379082678048602	NA	3
treatment	LY411575	0.2963	29.6	0.004234174747498531	NA	3
treatment	LY411575	0.2963	29.700000000000003	0.004093999637139915	NA	3
treatment	LY411575	0.2963	29.8	0.003958422503483974	NA	3
treatment	LY411575	0.2963	29.900000000000002	0.003827310876978247	NA	3
treatment	LY411575	0.2963	30	0.003700534666552985	NA	3
treatment	LY411575	0.2963	30.1	0.0035779661659842616	NA	3
treatment	LY411575	0.2963	30.200000000000003	0.003459480061731711	NA	3
treatment	LY411575	0.2963	30.3	0.0033449534418858963	NA	3
treatment	LY411575	0.2963	30.400000000000002	0.0032342658058560018	NA	3
treatment	LY411575	0.2963	30.5	0.0031272990744209534	NA	3
treatment	LY411575	0.2963	30.6	0.0030239375997774625	NA	3
treatment	LY411575	0.2963	30.700000000000003	0.0029240681752256514	NA	3
treatment	LY411575	0.2963	30.8	0.0028275800441509473	NA	3
treatment	LY411575	0.2963	30.900000000000002	0.0027343649079837173	NA	3
treatment	LY411575	0.2963	31	0.0026443169328377153	NA	3
treatment	LY411575	0.2963	31.1	0.0025573327545615294	NA	3
treatment	LY411575	0.2963	31.200000000000003	0.0024733114819611027	NA	3
treatment	LY411575	0.2963	31.3	0.002392154697985669	NA	3
treatment	LY411575	0.2963	31.400000000000002	0.002313766458697876	NA	3
treatment	LY411575	0.2963	31.5	0.002238053289882017	NA	3
treatment	LY411575	0.2963	31.6	0.002164924181172553	NA	3
treatment	LY411575	0.2963	31.700000000000003	0.0020942905776178238	NA	3
treatment	LY411575	0.2963	31.8	0.0020260663686185944	NA	3
treatment	LY411575	0.2963	31.900000000000002	0.0019601678742107464	NA	3
treatment	LY411575	0.2963	32	0.0018965138286847387	NA	3
treatment	LY411575	0.2963	32.1	0.0018350253615581392	NA	3
treatment	LY411575	0.2963	32.2	0.0017756259759367553	NA	3
treatment	LY411575	0.2963	32.300000000000004	0.0017182415243203945	NA	3
treatment	LY411575	0.2963	32.4	0.0016628001819242793	NA	3
treatment	LY411575	0.2963	32.5	0.0016092324176007397	NA	3
treatment	LY411575	0.2963	32.6	0.0015574709624594158	NA	3
treatment	LY411575	0.2963	32.7	0.0015074507762926211	NA	3
treatment	LY411575	0.2963	32.800000000000004	0.0014591090119215327	NA	3
treatment	LY411575	0.2963	32.9	0.0014123849775843473	NA	3
treatment	LY411575	0.2963	33	0.0013672200974934646	NA	3
treatment	LY411575	0.2963	33.1	0.0013235578706907183	NA	3
treatment	LY411575	0.2963	33.2	0.0012813438283332396	NA	3
treatment	LY411575	0.2963	33.300000000000004	0.0012405254895422482	NA	3
treatment	LY411575	0.2963	33.4	0.001201052315948064	NA	3
treatment	LY411575	0.2963	33.5	0.0011628756650643298	NA	3
treatment	LY411575	0.2963	33.6	0.001125948742621471	NA	3
treatment	LY411575	0.2963	33.7	0.0010902265539910676	NA	3
treatment	LY411575	0.2963	33.800000000000004	0.0010556658548271937	NA	3
treatment	LY411575	0.2963	33.9	0.0010222251010514976	NA	3
treatment	LY411575	0.2963	34	9.898643983051296e-4	NA	3
treatment	LY411575	0.2963	34.1	9.585454509886553e-4	NA	3
treatment	LY411575	0.2963	34.2	9.282315110088336e-4	NA	3
treatment	LY411575	0.2963	34.300000000000004	8.988873263487874e-4	NA	3
treatment	LY411575	0.2963	34.4	8.704790895752118e-4	NA	3
treatment	LY411575	0.2963	34.5	8.429743863956463e-4	NA	3
treatment	LY411575	0.2963	34.6	8.16342144374677e-4	NA	3
treatment	LY411575	0.2963	34.7	7.905525819169901e-4	NA	3
treatment	LY411575	0.2963	34.800000000000004	7.655771576226892e-4	NA	3
treatment	LY411575	0.2963	34.9	7.413885201179554e-4	NA	3
treatment	LY411575	0.2963	35	7.179604584612677e-4	NA	3
treatment	LY411575	0.2963	35.1	6.95267853223921e-4	NA	3
treatment	LY411575	0.2963	35.2	6.73286628339153e-4	NA	3
treatment	LY411575	0.2963	35.300000000000004	6.519937038125224e-4	NA	3
treatment	LY411575	0.2963	35.4	6.313669493817601e-4	NA	3
treatment	LY411575	0.2963	35.5	6.11385139211049e-4	NA	3
treatment	LY411575	0.2963	35.6	5.920279076996695e-4	NA	3
treatment	LY411575	0.2963	35.7	5.732757064812719e-4	NA	3
treatment	LY411575	0.2963	35.800000000000004	5.551097626840923e-4	NA	3
treatment	LY411575	0.2963	35.9	5.375120385167337e-4	NA	3
treatment	LY411575	0.2963	36	5.204651922388785e-4	NA	3
treatment	LY411575	0.2963	36.1	5.039525405689162e-4	NA	3
treatment	LY411575	0.2963	36.2	4.879580225737208e-4	NA	3
treatment	LY411575	0.2963	36.300000000000004	4.72466165079441e-4	NA	3
treatment	LY411575	0.2963	36.4	4.5746204963293167e-4	NA	3
treatment	LY411575	0.2963	36.5	4.4293128103738426e-4	NA	3
treatment	LY411575	0.2963	36.6	4.2885995747657645e-4	NA	3
treatment	LY411575	0.2963	36.7	4.1523464223501365e-4	NA	3
treatment	LY411575	0.2963	36.800000000000004	4.0204233701202535e-4	NA	3
treatment	LY411575	0.2963	36.9	3.8927045682156684e-4	NA	3
treatment	LY411575	0.2963	37	3.7690680646025013e-4	NA	3
treatment	LY411575	0.2963	37.1	3.6493955851947237e-4	NA	3
treatment	LY411575	0.2963	37.2	3.5335723291031137e-4	NA	3
treatment	LY411575	0.2963	37.300000000000004	3.4214867786278117e-4	NA	3
treatment	LY411575	0.2963	37.4	3.313030523551753e-4	NA	3
treatment	LY411575	0.2963	37.5	3.208098099234654e-4	NA	3
treatment	LY411575	0.2963	37.6	3.106586837958598e-4	NA	3
treatment	LY411575	0.2963	37.7	3.008396732925632e-4	NA	3
treatment	LY411575	0.2963	37.800000000000004	2.9134303142808974e-4	NA	3
treatment	LY411575	0.2963	37.9	2.8215925364955127e-4	NA	3
treatment	LY411575	0.2963	38	2.7327906764255705e-4	NA	3
treatment	LY411575	0.2963	38.1	2.6469342413447844e-4	NA	3
treatment	LY411575	0.2963	38.2	2.563934886239259e-4	NA	3
treatment	LY411575	0.2963	38.300000000000004	2.483706339653546e-4	NA	3
treatment	LY411575	0.2963	38.400000000000006	2.40616433737482e-4	NA	3
treatment	LY411575	0.2963	38.5	2.3312265632563096e-4	NA	3
treatment	LY411575	0.2963	38.6	2.2588125964952325e-4	NA	3
treatment	LY411575	0.2963	38.7	2.1888438646981408e-4	NA	3
treatment	LY411575	0.2963	38.800000000000004	2.1212436020947385e-4	NA	3
treatment	LY411575	0.2963	38.900000000000006	2.055936812285157e-4	NA	3
treatment	LY411575	0.2963	39	1.99285023494105e-4	NA	3
treatment	LY411575	0.2963	39.1	1.9319123159117e-4	NA	3
treatment	LY411575	0.2963	39.2	1.8730531802250115e-4	NA	3
treatment	LY411575	0.2963	39.300000000000004	1.8162046075082292e-4	NA	3
treatment	LY411575	0.2963	39.400000000000006	1.7613000093940283e-4	NA	3
treatment	LY411575	0.2963	39.5	1.7082744085153035e-4	NA	3
treatment	LY411575	0.2963	39.6	1.657064418730789e-4	NA	3
treatment	LY411575	0.2963	39.7	1.6076082262620503e-4	NA	3
treatment	LY411575	0.2963	39.800000000000004	1.5598455714614236e-4	NA	3
treatment	LY411575	0.2963	39.900000000000006	1.5137177309637974e-4	NA	3
treatment	LY411575	0.2963	40	1.4691675000131932e-4	NA	3
treatment	LY411575	0.2963	40.1	1.426139174785778e-4	NA	3
treatment	LY411575	0.2963	40.2	1.3845785345640367e-4	NA	3
treatment	LY411575	0.2963	40.300000000000004	1.3444328236442935e-4	NA	3
treatment	LY411575	0.2963	40.400000000000006	1.3056507328891687e-4	NA	3
treatment	LY411575	0.2963	40.5	1.268182380857599e-4	NA	3
treatment	LY411575	0.2963	40.6	1.2319792944728302e-4	NA	3
treatment	LY411575	0.2963	40.7	1.1969943892034252e-4	NA	3
treatment	LY411575	0.2963	40.800000000000004	1.1631819487549499e-4	NA	3
treatment	LY411575	0.2963	40.900000000000006	1.1304976042832709e-4	NA	3
treatment	LY411575	0.2963	41	1.0988983131547736e-4	NA	3
treatment	LY411575	0.2963	41.1	1.0683423372911079e-4	NA	3
treatment	LY411575	0.2963	41.2	1.0387892211447248e-4	NA	3
treatment	LY411575	0.2963	41.300000000000004	1.0101997693604096e-4	NA	3
treatment	LY411575	0.2963	41.400000000000006	9.825360241831979e-5	NA	3
treatment	LY411575	0.2963	41.5	9.557612426787603e-5	NA	3
treatment	LY411575	0.2963	41.6	9.298398738337153e-5	NA	3
treatment	LY411575	0.2963	41.7	9.04737535607134e-5	NA	3
treatment	LY411575	0.2963	41.800000000000004	8.8042099200274e-5	NA	3
treatment	LY411575	0.2963	41.900000000000006	8.568581302316988e-5	NA	3
treatment	LY411575	0.2963	42	8.340179380340663e-5	NA	3
treatment	LY411575	0.2963	42.1	8.118704812230855e-5	NA	3
treatment	LY411575	0.2963	42.2	7.903868815143141e-5	NA	3
treatment	LY411575	0.2963	42.300000000000004	7.695392946953337e-5	NA	3
treatment	LY411575	0.2963	42.400000000000006	7.493008891879926e-5	NA	3
treatment	LY411575	0.2963	42.5	7.296458250487576e-5	NA	3
treatment	LY411575	0.2963	42.6	7.105492334458703e-5	NA	3
treatment	LY411575	0.2963	42.7	6.919871966461273e-5	NA	3
treatment	LY411575	0.2963	42.800000000000004	6.73936728535743e-5	NA	3
treatment	LY411575	0.2963	42.900000000000006	6.563757556932282e-5	NA	3
treatment	LY411575	0.2963	43	6.392830990229208e-5	NA	3
treatment	LY411575	0.2963	43.1	6.226384559515084e-5	NA	3
treatment	LY411575	0.2963	43.2	6.0642238317947245e-5	NA	3
treatment	LY411575	0.2963	43.300000000000004	5.90616279972987e-5	NA	3
treatment	LY411575	0.2963	43.400000000000006	5.752023719720116e-5	NA	3
treatment	LY411575	0.2963	43.5	5.601636954828319e-5	NA	3
treatment	LY411575	0.2963	43.6	5.454840822149982e-5	NA	3
treatment	LY411575	0.2963	43.7	5.3114814441413114e-5	NA	3
treatment	LY411575	0.2963	43.800000000000004	5.171412603355043e-5	NA	3
treatment	LY411575	0.2963	43.900000000000006	5.0344955999520545e-5	NA	3
treatment	LY411575	0.2963	44	4.900599111293501e-5	NA	3
treatment	LY411575	0.2963	44.1	4.76959905286204e-5	NA	3
treatment	LY411575	0.2963	44.2	4.64137843969526e-5	NA	3
treatment	LY411575	0.2963	44.300000000000004	4.5158272474898666e-5	NA	3
treatment	LY411575	0.2963	44.400000000000006	4.392842272477209e-5	NA	3
treatment	LY411575	0.2963	44.5	4.2723269891636286e-5	NA	3
treatment	LY411575	0.2963	44.6	4.154191405006026e-5	NA	3
treatment	LY411575	0.2963	44.7	4.0383519111002396e-5	NA	3
treatment	LY411575	0.2963	44.800000000000004	3.924731127962924e-5	NA	3
treatment	LY411575	0.2963	44.900000000000006	3.813257745527715e-5	NA	3
treatment	LY411575	0.2963	45	3.7038663565072085e-5	NA	3
treatment	LY411575	0.2963	45.1	3.596497282336808e-5	NA	3
treatment	LY411575	0.2963	45.2	3.4910963909897155e-5	NA	3
treatment	LY411575	0.2963	45.300000000000004	3.3876149060351063e-5	NA	3
treatment	LY411575	0.2963	45.400000000000006	3.286009206426727e-5	NA	3
treatment	LY411575	0.2963	45.5	3.186240616613924e-5	NA	3
treatment	LY411575	0.2963	45.6	3.088275186715221e-5	NA	3
treatment	LY411575	0.2963	45.7	2.9920834626245058e-5	NA	3
treatment	LY411575	0.2963	45.800000000000004	2.8976402460894186e-5	NA	3
treatment	LY411575	0.2963	45.900000000000006	2.804924344955883e-5	NA	3
treatment	LY411575	0.2963	46	2.713918313953818e-5	NA	3
treatment	LY411575	0.2963	46.1	2.6246081865658084e-5	NA	3
treatment	LY411575	0.2963	46.2	2.536983198709133e-5	NA	3
treatment	LY411575	0.2963	46.300000000000004	2.4510355051277516e-5	NA	3
treatment	LY411575	0.2963	46.400000000000006	2.3667598895694673e-5	NA	3
treatment	LY411575	0.2963	46.5	2.2841534699840252e-5	NA	3
treatment	LY411575	0.2963	46.6	2.203215400131994e-5	NA	3
treatment	LY411575	0.2963	46.7	2.1239465691314176e-5	NA	3
treatment	LY411575	0.2963	46.800000000000004	2.0463493005930056e-5	NA	3
treatment	LY411575	0.2963	46.900000000000006	1.970427053089413e-5	NA	3
treatment	LY411575	0.2963	47	1.8961841237892677e-5	NA	3
treatment	LY411575	0.2963	47.1	1.8236253571323152e-5	NA	3
treatment	LY411575	0.2963	47.2	1.7527558604514607e-5	NA	3
treatment	LY411575	0.2963	47.300000000000004	1.6835807284427414e-5	NA	3
treatment	LY411575	0.2963	47.400000000000006	1.6161047783545133e-5	NA	3
treatment	LY411575	0.2963	47.5	1.550332297702864e-5	NA	3
treatment	LY411575	0.2963	47.6	1.4862668062347205e-5	NA	3
treatment	LY411575	0.2963	47.7	1.4239108337404034e-5	NA	3
treatment	LY411575	0.2963	47.800000000000004	1.3632657151760686e-5	NA	3
treatment	LY411575	0.2963	47.900000000000006	1.3043314043889396e-5	NA	3
treatment	LY411575	0.2963	48	1.2471063075526728e-5	NA	3
treatment	LY411575	0.8889	0	0.002651903242266473	NA	3
treatment	LY411575	0.8889	0.1	0.002794298099995591	NA	3
treatment	LY411575	0.8889	0.2	0.0029419299401152376	NA	3
treatment	LY411575	0.8889	0.30000000000000004	0.0030948336268973435	NA	3
treatment	LY411575	0.8889	0.4	0.003253036300903956	NA	3
treatment	LY411575	0.8889	0.5	0.0034165574876052645	NA	3
treatment	LY411575	0.8889	0.6000000000000001	0.0035854092748661887	NA	3
treatment	LY411575	0.8889	0.7000000000000001	0.003759596558752295	NA	3
treatment	LY411575	0.8889	0.8	0.0039391173563022505	NA	3
treatment	LY411575	0.8889	0.9	0.0041239631831170905	NA	3
treatment	LY411575	0.8889	1	0.004314119492863028	NA	3
treatment	LY411575	0.8889	1.1	0.00450956617506252	NA	3
treatment	LY411575	0.8889	1.2000000000000002	0.004710278106896015	NA	3
treatment	LY411575	0.8889	1.3	0.004916225754142364	NA	3
treatment	LY411575	0.8889	1.4000000000000001	0.005127375815875698	NA	3
treatment	LY411575	0.8889	1.5	0.005343691907099599	NA	3
treatment	LY411575	0.8889	1.6	0.005565135273168371	NA	3
treatment	LY411575	0.8889	1.7000000000000002	0.005791665529583628	NA	3
treatment	LY411575	0.8889	1.8	0.006023241420606921	NA	3
treatment	LY411575	0.8889	1.9000000000000001	0.006259821590063169	NA	3
treatment	LY411575	0.8889	2	0.00650136535772983	NA	3
treatment	LY411575	0.8889	2.1	0.006747833494825534	NA	3
treatment	LY411575	0.8889	2.2	0.006999188992294584	NA	3
treatment	LY411575	0.8889	2.3000000000000003	0.007255397815844001	NA	3
